date,dau,dau_low,dau_high,wau,wau_low,wau_high,mau,mau_low,mau_high,intensity,intensity_low,intensity_high,retention_1_week_new_profile,retention_1_week_new_profile_low,retention_1_week_new_profile_high,retention_1_week_active_in_week_0,retention_1_week_active_in_week_0_low,retention_1_week_active_in_week_0_high
2018-03-31,70486266,70469571.3459404,70502960.6540596,187816776,187788296.83302432,187845255.16697568,293860924,293823939.38401115,293897908.61598885,3.4612185495080587,3.4608799786861577,3.4615571203299598,0.33680135189669086,0.33562066215874053,0.3379820416346412,0.7772541640512527,0.7771986120151854,0.77730971608732
2018-04-01,64772697,64759179.594223864,64786214.405776136,187045141,187019044.03818417,187071237.96181583,293462530,293425928.08392614,293499131.91607386,3.439811141632383,3.4394687753398947,3.440153507924871,0.340790296585745,0.33948193783448277,0.34209865533700723,0.7768628489833722,0.7768053404359245,0.7769203575308199
2018-04-02,92041311,92023962.33745857,92058659.66254143,186440991,186410483.28530392,186471498.71469608,292887655,292849239.99187505,292926070.00812495,3.3676859452007526,3.3673372500149656,3.3680346403865395,0.32157444906420873,0.3208434861538387,0.3223054119745788,0.7756693544034232,0.7756228504294527,0.7757158583773938
2018-04-03,107976416,107961535.6881393,107991296.3118607,187726596,187697976.85890922,187755215.14109078,292897309,292859319.35725486,292935298.64274514,3.3467040067141047,3.3463339476550003,3.347074065773209,0.29876131282404655,0.2979107952528104,0.2996118303952827,0.7767897803139459,0.7767428535886143,0.7768367070392774
2018-04-04,109514515,109494880.26733358,109534149.73266642,188126606,188100644.6523978,188152567.3476022,292887352,292848799.19870657,292925904.80129343,3.3543622160493345,3.354017034824178,3.354707397274491,0.29905779003485167,0.2981002889399576,0.30001529112974573,0.7763107685144677,0.7762759398253797,0.7763455972035557
2018-04-05,104840050,104825174.52691716,104854925.47308284,188179298,188154552.31634384,188204043.68365616,292846383,292808433.13345635,292884332.86654365,3.3700014493624053,3.369682480807532,3.3703204179172785,0.2846965550547328,0.2839500068416842,0.2854431032677814,0.7747975463183687,0.7747498318344602,0.7748452608022772
2018-04-06,98579138,98559419.63687435,98598856.36312565,188975820,188949770.49297065,189001869.50702935,292613685,292574916.3875459,292652453.6124541,3.430123457064507,3.429778889347622,3.4304680247813923,0.28749220714194873,0.28660855099962157,0.2883758632842759,0.7724660655406682,0.772416546671462,0.7725155844098744
2018-04-07,73120835,73102760.25979038,73138909.74020962,189258444,189232954.406289,189283933.593711,292505783,292467496.24119425,292544069.75880575,3.4389216578363078,3.4385677304814317,3.439275585191184,0.32398012876903065,0.3227517304769484,0.3252085270611129,0.7686250623997309,0.7685691317676736,0.7686809930317883
2018-04-08,71763913,71744655.57185268,71783170.42814732,190141761,190114258.78933346,190169263.21066654,292423862,292384430.6100336,292463293.3899664,3.4597143443938125,3.4593658757936483,3.4600628129939768,0.3314467532726607,0.3306200266852349,0.33227347986008654,0.76876397576946,0.7687019155989002,0.7688260359400197
2018-04-09,106702082,106686213.20744465,106717950.79255535,192880837,192854985.96019256,192906688.03980744,292470765,292432214.3446673,292509315.6553327,3.4865928594036535,3.486318729705959,3.486866989101348,0.28474975758931903,0.28391467456774383,0.28558484061089423,0.7680428454116333,0.7679764931644689,0.7681091976587976
2018-04-10,109176000,109156538.2752127,109195461.7247873,193635678,193610980.277624,193660375.722376,292463118,292424654.2325191,292501581.7674809,3.479196292534478,3.478887974940748,3.479504610128208,0.27976406540256654,0.27900265592107704,0.28052547488405605,0.7710401563340321,0.7709916896916666,0.7710886229763976
2018-04-11,107998603,107983422.48311785,108013783.51688215,193770371,193746742.59821412,193793999.40178588,292368534,292329146.5319173,292407921.4680827,3.4689546060682313,3.4686077023576365,3.469301509778826,0.285160387120336,0.2844633805810062,0.2858573936596658,0.7724835583204099,0.7724292761752348,0.772537840465585
2018-04-12,106449956,106433954.98837022,106465957.01162978,193761375,193734036.604326,193788713.395674,292232700,292194597.60055053,292270802.39944947,3.4774243679887182,3.477066992396464,3.4777817435809726,0.28154603126234157,0.2808677863124462,0.28222427621223695,0.7732400826042017,0.7731861293468546,0.7732940358615489
2018-04-13,101156170,101138580.75560842,101173759.24439158,193420305,193393867.25439546,193446742.74560454,292050468,292010445.30861413,292090490.69138587,3.4968798079395027,3.496548438868785,3.4972111770102203,0.2849896649825339,0.28415512702587664,0.2858242029391912,0.7735922776568912,0.7735517981324513,0.7736327571813311
2018-04-14,70718655,70700696.74378341,70736613.25621659,193258590,193233683.85996258,193283496.14003742,291830425,291791759.3628432,291869090.6371568,3.4873760540217127,3.4870656589238536,3.487686449119572,0.32836413734868813,0.32711694046538536,0.3296113342319909,0.7717755422946863,0.7717286484368243,0.7718224361525482
2018-04-15,70640315,70623857.37490177,70656772.62509823,193131719,193107581.50698707,193155856.49301293,291643296,291605271.6577755,291681320.3422245,3.483849180672389,3.483543440998138,3.4841549203466395,0.3317299479831962,0.33082129841515906,0.3326385975512334,0.7725497296575174,0.7724944478942144,0.7726050114208205
