date,adi
2017-06-25,72662576
2017-06-26,107943124
2017-06-27,110431853
2017-06-28,110441036
2017-06-29,109856046
2017-06-30,103645127
2017-07-01,74598292
2017-07-02,73454064
2017-07-03,110260105
2017-07-04,106843096
2017-07-05,109782055
2017-07-06,109228527
2017-07-07,102700652
2017-07-08,73314071
2017-07-09,72928145
2017-07-10,112938058
2017-07-11,110491564
2017-07-12,108577422
2017-07-13,106004009
2017-07-14,98217721
2017-07-15,71715042
2017-07-16,70606437
2017-07-17,108755847
2017-07-18,107646546
2017-07-19,106277663
2017-07-20,104588141
2017-07-21,97621129
2017-07-22,70867768
2017-07-23,70692703
2017-07-24,108672905
2017-07-25,108000697
2017-07-26,106388504
2017-07-27,104725522
2017-07-28,98442682
2017-07-29,72165937
2017-07-30,71077117
2017-07-31,108772673
2017-08-01,109454720
2017-08-02,108198948
2017-08-03,106741526
2017-08-04,100255147
2017-08-05,73165907
2017-08-06,72103332
2017-08-07,107555295
2017-08-08,109045476
2017-08-09,107924255
2017-08-10,107268253
2017-08-11,99947636
2017-08-12,74128273
2017-08-13,71606176
2017-08-14,104502695
2017-08-15,99804388
2017-08-16,108470942
2017-08-17,105631622
2017-08-18,101275280
2017-08-19,75083518
2017-08-20,73507730
2017-08-21,110107369
2017-08-22,110688088
2017-08-23,109498668
2017-08-24,108021073
2017-08-25,100534351
2017-08-26,74359276
2017-08-27,73838345
2017-08-28,112932013
2017-08-29,112985783
2017-08-30,111942011
2017-08-31,110858148
2017-09-01,100552758
2017-09-02,73611632
2017-09-03,73155889
2017-09-04,107655316
2017-09-05,114686119
2017-09-06,114590616
2017-09-07,111041550
2017-09-08,105029862
2017-09-09,75076694
2017-09-10,75354837
2017-09-11,116472708
2017-09-12,116521736
2017-09-13,115663570
2017-09-14,114708292
2017-09-15,106976171
2017-09-16,75478534
2017-09-17,75482620
2017-09-18,117534255
2017-09-19,117341275
2017-09-20,115546531
2017-09-21,111983966
2017-09-22,106673755
2017-09-23,75457397
2017-09-24,75112491
2017-09-25,118582761
2017-09-26,117852638
2017-09-27,115894930
2017-09-28,114062212
2017-09-29,106455867
2017-09-30,74958724
2017-10-01,73568817
2017-10-02,112953715
2017-10-03,112498739
2017-10-04,113709762
2017-10-05,112620801
2017-10-06,106174430
2017-10-07,75757162
2017-10-08,75122408
2017-10-09,116217556
2017-10-10,117828022
2017-10-11,115869553
2017-10-12,110214131
2017-10-13,105920385
2017-10-14,74862896
2017-10-15,74189993
2017-10-16,116588743
2017-10-17,116969979
2017-10-18,113974990
2017-10-19,111993133
2017-10-20,105604584
2017-10-21,74881805
2017-10-22,75558898
2017-10-23,117156589
2017-10-24,116721090
2017-10-25,114682748
2017-10-26,112101580
2017-10-27,105663636
2017-10-28,75238202
2017-10-29,75708042
2017-10-30,114272923
2017-10-31,110112737
2017-11-01,104579482
2017-11-02,109026702
2017-11-03,103978613
2017-11-04,75684355
2017-11-05,76059731
2017-11-06,116507118
2017-11-07,118052359
2017-11-08,116603638
2017-11-09,115107819
2017-11-10,107442060
2017-11-11,76281427
2017-11-12,76245690
2017-11-13,118647865
2017-11-14,118418149
2017-11-15,115437403
2017-11-16,115499592
2017-11-17,107695270
2017-11-18,75889515
2017-11-19,74383926
2017-11-20,115564582
2017-11-21,107637735
2017-11-22,120487373
2017-11-23,105646419
2017-11-24,101881430
2017-11-25,75170025
2017-11-26,75003193
2017-11-27,117361343
2017-11-28,116713565
2017-11-29,115373974
2017-11-30,113850275
2017-12-01,104378422
2017-12-02,74886428
2017-12-03,74473182
2017-12-04,116851584
2017-12-05,115476554
2017-12-06,111816358
2017-12-07,111746671
2017-12-08,101267458
2017-12-09,74217155
2017-12-10,74156536
2017-12-11,115761548
2017-12-12,114520564
2017-12-13,112788943
2017-12-14,111072767
2017-12-15,104009362
2017-12-16,73245598
2017-12-17,72033502
2017-12-18,112030121
2017-12-19,110199342
2017-12-20,107608734
2017-12-21,104236572
2017-12-22,94492016
2017-12-23,68488264
2017-12-24,59276087
2017-12-25,65703893
2017-12-26,82674922
2017-12-27,93103467
2017-12-28,92150954
2017-12-29,86142597
2017-12-30,68207636
2017-12-31,58650442
2018-01-01,64180871
2018-01-02,95328950
2018-01-03,100165986
2018-01-04,100458830
2018-01-05,95599964
2018-01-06,72204476
2018-01-07,70727031
2018-01-08,108776060
2018-01-09,111607901
2018-01-10,110911098
2018-01-11,110113316
2018-01-12,103845727
2018-01-13,73107486
2018-01-14,71792310
2018-01-15,109979079
2018-01-16,112108150
2018-01-17,110898902
2018-01-18,110194942
2018-01-19,104012919
2018-01-20,73838533
2018-01-21,72332942
2018-01-22,113371073
2018-01-23,112909909
2018-01-24,111349416
2018-01-25,110407878
2018-01-26,101570814
2018-01-27,73505927
2018-01-28,72456121
2018-01-29,113814807
2018-01-30,113384313
2018-01-31,111598258
2018-02-01,110685571
2018-02-02,103720320
2018-02-03,73923504
2018-02-04,72249540
2018-02-05,111595971
2018-02-06,111960581
2018-02-07,110115969
2018-02-08,108802575
2018-02-09,102250896
2018-02-10,71876766
2018-02-11,70598866
2018-02-12,104682135
2018-02-13,103669100
2018-02-14,104554757
2018-02-15,83744643
2018-02-16,97668423
2018-02-17,70449466
2018-02-18,69541091
2018-02-19,105256217
2018-02-20,107227052
2018-02-21,106992015
2018-02-22,107126539
2018-02-23,99576529
2018-02-24,73434558
2018-02-25,72087084
2018-02-26,111927433
2018-02-27,111881759
2018-02-28,110733677
2018-03-01,108900822
2018-03-02,101261584
2018-03-03,73817231
2018-03-04,72235681
2018-03-05,112655179
2018-03-06,112144143
2018-03-07,110341231
2018-03-08,105231944
2018-03-09,100539256
2018-03-10,72789086
2018-03-11,71665034
2018-03-12,113058138
2018-03-13,112383432
2018-03-14,110457315
2018-03-15,109046029
2018-03-16,102102490
2018-03-17,72127409
2018-03-18,71774896
2018-03-19,110713013
2018-03-20,110837520
2018-03-21,107764992
2018-03-22,107770419
2018-03-23,101602372
2018-03-24,70609971
2018-03-25,68364831
2018-03-26,108627563
2018-03-27,107883003
2018-03-28,105510201
2018-03-29,98685914
2018-03-30,81710981
2018-03-31,67207445
2018-04-01,62842848
2018-04-02,92093058
2018-04-03,108281729
2018-04-04,107231147
2018-04-05,104299488
2018-04-06,96982941
2018-04-07,69444763
2018-04-08,70021796
2018-04-09,108590463
2018-04-10,110137092
2018-04-11,108523163
2018-04-12,106746854
2018-04-13,100036979
2018-04-14,67275860
2018-04-15,69131023
2018-04-16,109839943
2018-04-17,108611825
2018-04-18,106788978
2018-04-19,105234377
2018-04-20,98583682
2018-04-21,67965852
2018-04-22,67860333
2018-04-23,109154921
2018-04-24,108529351
2018-04-25,105684104
2018-04-26,105845802
2018-04-27,97773414
2018-04-28,70361254
2018-04-29,65483728
2018-04-30,92657742
2018-05-01,78299216
2018-05-02,103515703
2018-05-03,102849527
2018-05-04,96954235
2018-05-05,67676401
2018-05-06,66321701
2018-05-07,105115129
2018-05-08,101645542
2018-05-09,100169723
2018-05-10,94192576
2018-05-11,94215250
2018-05-12,65822209
2018-05-13,65723380
2018-05-14,106924049
2018-05-15,106224099
2018-05-16,105036379
2018-05-17,103618819
2018-05-18,96957964
2018-05-19,65866762
2018-05-20,63628978
2018-05-21,96843849
2018-05-22,105408718
2018-05-23,104105289
2018-05-24,102361714
2018-05-25,94150982
2018-05-26,64717662
2018-05-27,64065461
2018-05-28,98899062
2018-05-29,102700971
2018-05-30,102614956
2018-05-31,96133405
2018-06-01,92009008
2018-06-02,65288495
2018-06-03,65156293
2018-06-04,104545416
2018-06-05,104015767
2018-06-06,102256765
2018-06-07,101714977
2018-06-08,94937699
2018-06-09,66412199
2018-06-10,64584560
2018-06-11,101481973
2018-06-12,100916336
2018-06-13,100548860
2018-06-14,98098709
2018-06-15,90843657
2018-06-16,62325621
2018-06-17,63153695
2018-06-18,102426483
2018-06-19,105242770
2018-06-20,104110565
2018-06-21,103995519
2018-06-22,96686374
2018-06-23,66801017
2018-06-24,66214613
2018-06-25,106452691
2018-06-26,106181089
2018-06-27,103031775
2018-06-28,103942540
2018-06-29,96449579
2018-06-30,67180627
2018-07-01,65349736
2018-07-02,103783472
2018-07-03,104326124
2018-07-04,98436378
2018-07-05,101214162
2018-07-06,94429878
2018-07-07,65962566
2018-07-08,64573052
2018-07-09,102927576
2018-07-10,104162878
2018-07-11,102857263
2018-07-12,101027222
2018-07-13,94074606
2018-07-14,64566025
2018-07-15,62938962
2018-07-16,101656559
2018-07-17,102645586
2018-07-18,101435662
2018-07-19,99787904
2018-07-20,92720720
2018-07-21,65157260
2018-07-22,63645161
2018-07-23,100770479
2018-07-24,100383723
2018-07-25,99476804
2018-07-26,98092954
2018-07-27,91366246
2018-07-28,64664628
2018-07-29,63078121
2018-07-30,71522887
2018-07-31,100692727
2018-08-01,99640408
2018-08-02,98499148
2018-08-03,91921944
2018-08-04,64254770
2018-08-05,62670483
2018-08-06,99308653
2018-08-07,99493459
2018-08-08,98922580
2018-08-09,97915252
2018-08-10,91417960
2018-08-11,64192174
2018-08-12,62728848
2018-08-13,98835069
2018-08-14,98346166
2018-08-15,89581186
2018-08-16,96494637
2018-08-17,88918414
2018-08-18,63992527
2018-08-19,62661318
2018-08-20,98187505
2018-08-21,97755905
2018-08-22,94673071
2018-08-23,97868545
2018-08-28,104260476
2018-08-29,103981835
2018-08-30,102717128
2018-08-31,96748574
2018-09-01,67329014
2018-09-02,65814640
2018-09-03,100236356
2018-09-04,107313164
2018-09-05,107018753
2018-09-06,106032205
2018-09-07,97476281
2018-09-08,67540038
2018-09-09,67082037
2018-09-10,107998818
2018-09-11,106659757
2018-09-12,107586643
2018-09-13,105116395
2018-09-14,99800562
2018-09-15,68144876
2018-09-16,66695164
2018-09-17,108231856
2018-09-18,109458012
2018-09-19,107396885
2018-09-20,106434006
2018-09-21,100054143
2018-09-22,68711623
2018-09-23,68035299
2018-09-24,107187154
2018-09-25,110734846
2018-09-26,109822917
2018-09-27,108086883
2018-09-28,101618141
2018-09-29,71165845
2018-09-30,70085827
2018-10-01,108972336
2018-10-02,106579718
2018-10-03,104771813
2018-10-04,106626276
2018-10-05,99222089
2018-10-06,68948596
2018-10-07,68560288
2018-10-08,108948504
2018-10-09,110103211
2018-10-10,109558131
2018-10-11,108249928
2018-10-12,97573258
2018-10-13,68566420
2018-10-14,68277891
2018-10-15,109689949
2018-10-16,110800779
2018-10-17,109081802
2018-10-18,106548441
2018-10-19,99465012
2018-10-20,69203021
2018-10-21,68386653
2018-10-22,110079937
2018-10-23,109748330
2018-10-24,109475231
2018-10-25,108421991
2018-10-26,100898053
2018-10-27,70377987
2018-10-28,70038885
2018-10-29,110021483
2018-10-30,109208438
2018-10-31,106350595
2018-11-01,96657101
2018-11-02,94516617
2018-11-03,69908429
2018-11-04,69345327
2018-11-05,109644661
2018-11-06,109898800
2018-11-07,107789116
2018-11-08,108057859
2018-11-09,101892200
2018-11-10,70700452
2018-11-11,69733777
2018-11-12,109132597
2018-11-13,111832621
2018-11-14,110739411
2018-11-15,107487170
2018-11-16,101695775
2018-11-17,70137168
2018-11-18,69154312
2018-11-19,109731923
2018-11-20,108297056
2018-11-21,106982397
2018-11-22,101311531
2018-11-23,96642612
2018-11-24,70210278
2018-11-25,69254184
2018-11-26,112544266
2018-11-27,112045046
2018-11-28,111137875
2018-11-29,110224953
2018-11-30,103059923
2018-12-01,71180506
2018-12-02,70156674
2018-12-03,112542985
2018-12-04,112361895
2018-12-05,110376860
2018-12-06,108100644
2018-12-07,101571532
2018-12-08,70098027
2018-12-09,69540404
2018-12-10,111460826
2018-12-11,111921118
2018-12-12,109166074
2018-12-13,108273581
2018-12-14,101103275
2018-12-15,70049843
2018-12-16,68015805
2018-12-17,108757116
2018-12-18,107791407
2018-12-19,105792448
2018-12-20,102914003
2018-12-21,94157834
2018-12-22,65946731
2018-12-23,60708795
2018-12-24,70880999
2018-12-25,60994530
2018-12-26,79023093
2018-12-27,88136332
2018-12-28,84408800
2018-12-29,67684059
2018-12-30,60486309
2018-12-31,67416194
2019-01-01,59269466
2019-01-02,91604232
2019-01-03,95099517
2019-01-04,91917684
2019-01-05,69120103
2019-01-06,66518214
2019-01-07,103725080
2019-01-08,106581824
2019-01-09,107796881
2019-01-10,107170809
2019-01-11,100618980
2019-01-12,69273559
2019-01-13,67685054
2019-01-14,107833925
2019-01-15,107094075
2019-01-16,107619541
2019-01-17,107175163
2019-01-22,108886726
2019-01-23,108033378
2019-01-24,107199215
2019-01-25,100646647
2019-01-26,68407470
2019-01-27,68200811
2019-01-28,109175084
2019-01-29,109293277
2019-01-30,107758619
2019-01-31,107156596
2019-02-01,100285517
2019-02-02,69985081
2019-02-03,67963849
2019-02-04,105006734
2019-02-05,104164016
2019-02-06,104443348
2019-02-07,104118876
2019-02-08,98064487
2019-02-09,67722782
2019-02-10,67606600
2019-02-11,106898520
2019-02-12,108485867
2019-02-13,107641912
2019-02-14,105229473
2019-02-15,99242178
2019-02-16,68418092
2019-02-17,66701041
2019-02-18,105493166
2019-02-19,107085899
2019-02-20,106667382
2019-02-21,105329229
2019-02-22,99141917
2019-02-23,68418938
2019-02-24,67323395
2019-02-25,108596450
2019-02-26,108891040
2019-02-27,108026500
2019-02-28,106577977
2019-03-01,100478672
2019-03-02,69424007
2019-03-03,67779112
2019-03-04,103849072
2019-03-05,105578460
2019-03-06,107620994
2019-03-07,105932269
2019-03-08,96559913
2019-03-09,69109807
2019-03-10,68458166
2019-03-11,109586006
2019-03-12,110029954
2019-03-13,109160875
2019-03-14,107932630
2019-03-15,100720668
2019-03-16,68917976
2019-03-17,67308412
2019-03-18,108699550
2019-03-19,108261442
2019-03-20,106788225
2019-03-21,103213152
2019-03-22,98828362
2019-03-23,66586252
2019-03-24,66120049
2019-03-25,108325404
2019-03-26,108471073
2019-03-27,107445122
2019-03-28,106817056
2019-03-29,99743275
2019-03-30,67472645
2019-03-31,66310835
2019-04-01,108913508
2019-04-02,108335626
2019-04-03,106682353
2019-04-04,106825256
2019-04-05,98184812
2019-04-06,66705421
2019-04-07,66334338
2019-04-08,108449002
2019-04-09,108179216
2019-04-10,106992404
2019-04-11,104973500
2019-04-12,98762170
2019-04-13,66990270
2019-04-14,65827695
2019-04-15,104370914
2019-04-16,103674910
2019-04-17,99656658
2019-04-18,94169168
2019-04-19,77280063
2019-04-20,62022403
2019-04-21,57631172
2019-04-22,88550404
2019-04-23,103978526
2019-04-24,104019311
2019-04-25,101305841
2019-04-26,95708480
2019-04-27,66382546
2019-04-28,66706529
2019-04-29,104135227
2019-04-30,102191763
2019-05-01,75852964
2019-05-02,98628080
2019-05-03,91892856
2019-05-04,67300167
2019-05-05,67154473
2019-05-06,105642236
2019-05-07,105718368
2019-05-08,103308165
2019-05-09,102490338
2019-05-10,96178186
2019-05-11,66204390
2019-05-12,64454890
2019-05-13,107395036
2019-05-14,107357174
2019-05-15,104383685
2019-05-16,103617580
2019-05-17,96958843
2019-05-18,64146662
2019-05-19,63953358
2019-05-20,105909025
2019-05-21,105178316
2019-05-22,104858993
2019-05-23,103316613
2019-05-24,95667400
2019-05-25,64151522
2019-05-26,62787078
2019-05-27,99078131
2019-05-28,105761656
2019-05-29,102867466
2019-05-30,92571917
2019-05-31,91598621
2019-06-01,62572341
2019-06-02,61949330
2019-06-03,102255136
2019-06-04,100257067
2019-06-05,96949654
2019-06-06,98045984
2019-06-07,90126575
2019-06-08,61228323
2019-06-09,60117494
2019-06-10,94901334
2019-06-11,103463586
2019-06-12,100695648
2019-06-13,100762532
2019-06-14,93500919
2019-06-15,63011909
2019-06-16,61635716
2019-06-17,100936618
2019-06-18,102140255
2019-06-19,100455427
2019-06-20,93510454
2019-06-21,89861646
2019-06-22,61997085
2019-06-23,61047922
2019-06-24,99858588
2019-06-25,101282465
2019-06-26,100079892
2019-06-27,99005935
2019-06-28,91699595
2019-06-29,61720998
2019-06-30,60767675
2019-07-01,99372649
2019-07-03,99035657
2019-07-04,91989098
2019-07-05,88459326
2019-07-06,61789818
2019-07-07,61050437
2019-07-08,98966282
2019-07-09,99059926
2019-07-10,98933867
2019-07-11,97318765
2019-07-12,90930770
2019-07-13,61925582
